candidate_id,country,cnn_split_assigned,lat,lng,true_label,dist_to_train_m,blocked_split
USA_cluster_2480,United States,train,47.092369784008376,-122.6079027302802,0,,train
USA_cluster_2592,United States,train,45.232772565799216,-122.81389353911356,0,,train
USA_cluster_2618,United States,train,45.190651648464005,-123.18669884287208,0,,train
USA_cluster_2615,United States,train,45.17470352138861,-123.10667994378994,0,,train
USA_cluster_2611,United States,train,45.36200987599439,-122.8326278601933,0,,train
USA_cluster_2604,United States,train,45.55621347248216,-122.90005925013472,0,,train
USA_cluster_2708,United States,train,45.205244531161576,-123.13066136446672,0,,train
USA_cluster_2732,United States,train,45.22042457357541,-122.58824360687264,0,,train
USA_cluster_2750,United States,train,45.41499061499512,-122.34499309833664,0,,train
USA_cluster_2765,United States,train,45.41356921703284,-122.365842892902,0,,train
USA_cluster_2774,United States,train,45.71058980199771,-122.55406987726649,0,,train
USA_cluster_2775,United States,test,45.5473670424777,-122.38923577653776,0,4787.066543950067,test
USA_cluster_2735,United States,test,45.36895647743125,-122.8148657762531,0,1588.1370502261088,test
USA_cluster_2828,United States,train,46.12607263481083,-123.93497723015352,0,,train
USA_cluster_2803,United States,train,45.589138452800114,-122.37435322814954,0,,train
USA_cluster_2776,United States,train,45.66372342937923,-122.4738744187392,0,,train
USA_cluster_2653,United States,train,45.22685091037675,-123.17066838266804,0,,train
USA_cluster_2619,United States,val,45.153817507798514,-123.10468630300016,0,2327.6725664101614,val
USA_cluster_2817,United States,val,45.04150744888653,-122.76864730546482,0,21561.797829715997,val
USA_cluster_2898,United States,train,46.93374364120511,-122.5837464171955,0,,train
USA_cluster_2901,United States,val,46.96510239054072,-122.88710083349856,0,2086.2523603093778,val
USA_cluster_293,United States,train,40.18219482168521,-122.26391027137018,0,,train
USA_cluster_2946,United States,train,46.96311011808487,-122.9144374414287,0,,train
USA_cluster_2984,United States,test,46.17436323074888,-123.01838111586338,0,25568.03058852606,test
USA_cluster_301,United States,train,40.15758958493698,-120.10266651290176,0,,train
USA_cluster_3043,United States,train,44.55023674359802,-123.26753562405874,0,,train
USA_cluster_3055,United States,train,44.55151116090305,-123.2640857143575,0,,train
USA_cluster_3107,United States,train,44.1051783188685,-123.05873856806323,0,,train
USA_cluster_3108,United States,val,44.0541022762753,-122.93900588336764,0,11123.361271878133,val
USA_cluster_3174,United States,train,34.920400195405584,-120.4230001140723,0,,train
USA_cluster_2981,United States,train,46.586176339245775,-122.88854513221308,0,,train
USA_cluster_3221,United States,train,36.65242768709409,-120.08585176387314,1,,train
USA_cluster_3201,United States,train,39.31707464099227,-120.14989169957464,0,,train
USA_cluster_3224,United States,val,36.67528208080124,-120.01698774348252,1,6318.775302774725,val
USA_cluster_3226,United States,train,36.64899712631816,-120.08586017111912,1,,train
USA_cluster_3225,United States,train,36.65238616996467,-120.08182510400609,1,,train
USA_cluster_332,United States,train,43.19442639679808,-123.3569001024766,0,,train
USA_cluster_3341,United States,train,37.09162152045722,-120.46176175322694,3,,train
USA_cluster_3368,United States,train,36.65857278600916,-120.16694567911702,1,,train
USA_cluster_3271,United States,train,37.07886037700246,-120.87954671641629,3,,train
USA_cluster_3464,United States,train,37.120618538624456,-120.08050001490754,1,,train
USA_cluster_3263,United States,train,37.18819076320781,-120.56371237558508,1,,train
USA_cluster_3445,United States,train,36.993736845258574,-120.0960698054424,0,,train
USA_cluster_3457,United States,train,37.058169406674345,-120.10863055735275,1,,train
USA_cluster_3461,United States,train,37.14958960805852,-120.07357920214092,1,,train
USA_cluster_3467,United States,train,37.11944019846685,-120.08004682634947,1,,train
USA_cluster_3459,United States,train,36.73289769265149,-120.10995226847126,1,,train
USA_cluster_406,United States,val,42.4412583831351,-122.83761334597072,0,93849.02825391061,val
USA_cluster_412,United States,test,42.174629135879,-122.66061178878816,0,126876.3118795429,test
USA_cluster_512,United States,val,38.04397281085925,-122.00300826694767,0,20982.6703015434,val
USA_cluster_370,United States,test,44.119492937156245,-123.2806151768463,0,17784.959270291874,test
USA_cluster_562,United States,train,38.27563543362736,-121.9339630281732,0,,train
USA_cluster_503,United States,train,38.391943404972665,-121.95182809832376,0,,train
USA_cluster_690,United States,train,39.11134283504307,-123.19642036587553,0,,train
USA_cluster_692,United States,train,39.17686496522048,-123.20748643842806,0,,train
USA_cluster_535,United States,train,38.27739519136079,-121.93489265560736,0,,train
USA_cluster_408,United States,test,42.27504937554597,-122.80744926391408,0,111645.05668589084,test
USA_cluster_733,United States,train,38.60388341306399,-121.51770100746776,0,,train
USA_cluster_820,United States,train,38.84430657142839,-121.3650857025188,1,,train
USA_cluster_821,United States,train,38.7469699933897,-121.22830823555422,0,,train
USA_cluster_839,United States,train,38.834442070082645,-121.30335686006468,0,,train
USA_cluster_842,United States,val,38.875130635550775,-121.13338968525213,0,15397.472246413763,val
USA_cluster_3619,United States,train,47.7991979347673,-117.35051390981884,0,,train
USA_cluster_3600,United States,test,48.19975014803193,-116.5732952483106,0,51765.51321241427,test
USA_cluster_3646,United States,train,47.70562382628537,-117.03809330615708,0,,train
USA_cluster_3664,United States,val,47.72513884254397,-116.78489842774349,0,3154.229917276186,val
USA_cluster_3620,United States,test,47.70142503649553,-117.1099244379526,0,5395.399171176668,test
USA_cluster_3618,United States,train,47.76036762914062,-116.82744137671176,0,,train
USA_cluster_3659,United States,train,47.74693301831922,-116.83817111306708,0,,train
USA_cluster_3652,United States,train,47.723811307040144,-116.82702082703403,0,,train
USA_cluster_3638,United States,test,47.71915878232943,-116.99833997294265,0,3333.358930429561,test
USA_cluster_3701,United States,train,47.645951588275736,-117.52178383477371,0,,train
USA_cluster_3640,United States,train,47.72152894659237,-116.89637390758784,0,,train
USA_cluster_3704,United States,train,47.64399616973847,-117.49357253727182,0,,train
USA_cluster_3703,United States,val,47.76678996522597,-117.4073498004035,0,3328.3488651016387,val
USA_cluster_3702,United States,train,47.73837851849513,-117.39333798870504,0,,train
USA_cluster_3777,United States,train,43.56397240934029,-116.39207539245632,0,,train
USA_cluster_3707,United States,train,47.60829582953725,-117.53159266818768,0,,train
USA_cluster_3715,United States,train,47.61738554643558,-117.43097574666592,0,,train
USA_cluster_3779,United States,train,43.66181304945851,-116.31637473759112,0,,train
USA_cluster_3783,United States,test,43.65831144777825,-116.30218347746396,0,1206.1715306650333,excluded_spatial_leak
USA_cluster_3780,United States,train,43.56240251137611,-116.38883339101558,0,,train
USA_cluster_3781,United States,val,43.58827050768168,-116.40490810058314,0,1312.649800029938,val
USA_cluster_3854,United States,train,43.59838668661491,-116.3965071946579,0,,train
USA_cluster_3883,United States,train,43.53788461111597,-116.15579210068202,0,,train
USA_cluster_3865,United States,val,43.58003770695647,-116.51598367258724,0,7202.485566221453,val
USA_cluster_3885,United States,val,43.68011290881672,-116.31065683934774,0,2086.1725290740205,val
USA_cluster_3887,United States,train,43.69421365454869,-116.47038164325586,0,,train
USA_cluster_3786,United States,train,43.60841056807806,-116.4355840104502,0,,train
USA_cluster_3890,United States,val,43.63029955501825,-116.61097444184044,0,1896.7488409540679,val
USA_cluster_3880,United States,val,43.69416907487194,-116.46860245299304,0,143.1293221091955,excluded_spatial_leak
USA_cluster_3882,United States,val,43.69360937471591,-116.4664866673687,0,320.27768712628836,excluded_spatial_leak
USA_cluster_3893,United States,test,43.62378341426454,-116.626231516875,0,1176.2895497732598,excluded_spatial_leak
USA_cluster_3984,United States,train,46.30259570785697,-119.27337957117344,0,,train
USA_cluster_3944,United States,test,43.634859209846105,-116.68223917376972,0,5539.269308356213,test
USA_cluster_3983,United States,train,46.24282861735668,-119.17357148328549,0,,train
USA_cluster_3982,United States,val,46.19243105223206,-119.25973524198346,0,225.13476528826695,excluded_spatial_leak
USA_cluster_3670,United States,val,47.76126059810694,-116.7848363838056,0,2391.9856647390675,val
USA_cluster_3833,United States,train,43.61439594242091,-116.61949513355844,0,,train
USA_cluster_3988,United States,train,46.19166051906468,-119.25703050986844,0,,train
USA_cluster_4011,United States,val,46.25738919560563,-119.14965207983232,0,2450.328813159452,val
USA_cluster_3918,United States,test,43.70509119836255,-116.63473434989922,0,10159.0892107593,test
USA_cluster_4008,United States,train,46.19872725340015,-119.27066708422896,0,,train
USA_cluster_3987,United States,val,46.25786029373483,-119.34136242787054,0,7213.850003504031,val
USA_cluster_4262,United States,train,46.93829382679626,-114.11847325192409,0,,train
USA_cluster_4280,United States,train,48.11860818053898,-114.25318677348588,0,,train
USA_cluster_4343,United States,train,40.94739975248509,-117.76629774666822,0,,train
USA_cluster_4263,United States,train,46.918429792403536,-114.05926920909349,0,,train
USA_cluster_4335,United States,train,46.63287573603619,-114.0691714565276,0,,train
USA_cluster_4351,United States,test,40.8359256759685,-115.73546231151693,0,171152.80825520805,test
USA_cluster_4443,United States,train,42.56993013024488,-114.6009045292708,0,,train
USA_cluster_4660,United States,test,47.82893016037446,-119.9845355639395,0,57690.70565785486,test
USA_cluster_4734,United States,train,35.6907431742864,-117.68064632352846,0,,train
USA_cluster_4741,United States,train,36.04047136993457,-115.30600113979696,0,,train
USA_cluster_4684,United States,train,34.24307140625739,-119.10856186883778,0,,train
USA_cluster_4694,United States,train,34.44394109244645,-119.23702873101756,0,,train
USA_cluster_4743,United States,train,36.08622613064109,-115.284373233376,0,,train
USA_cluster_4760,United States,val,35.98349832805836,-115.18238219245124,0,12797.009415270562,val
USA_cluster_4771,United States,train,35.97960407528304,-114.85172995735508,0,,train
USA_cluster_4749,United States,test,36.2731148865984,-115.01095725581868,0,3716.0154362504777,test
USA_cluster_4742,United States,train,36.24695565365215,-115.03674919806348,0,,train
USA_cluster_4810,United States,train,39.42021299227728,-118.72122348034044,0,,train
USA_cluster_4837,United States,train,39.21069047871194,-119.6672472554136,0,,train
USA_cluster_4842,United States,test,39.60698768884848,-119.24466774538934,0,3410.6976190429823,test
USA_cluster_4831,United States,train,39.56903292202516,-119.81989849527707,0,,train
USA_cluster_4839,United States,train,39.55927190359825,-119.79676046805776,0,,train
USA_cluster_4843,United States,val,39.55228825410167,-119.4550397576984,0,21330.99044601299,val
USA_cluster_4844,United States,train,39.18710560246332,-119.7878422324751,0,,train
USA_cluster_4862,United States,test,39.58293280952639,-119.78109190554233,0,2953.9229401498546,test
USA_cluster_4855,United States,train,39.60030677450364,-119.20581274483654,0,,train
USA_cluster_4853,United States,test,39.65515183925263,-119.88249816656098,0,2051.7843458458788,test
USA_cluster_4870,United States,train,39.47675251260482,-119.85833844287728,0,,train
USA_cluster_4904,United States,test,39.26573105671807,-119.58011485017362,0,5755.648715839762,test
USA_cluster_4845,United States,train,39.6380000912617,-119.87366130510344,0,,train
USA_cluster_4874,United States,train,39.29750989142781,-119.52732948978606,0,,train
USA_cluster_4930,United States,test,38.92853653125741,-119.72813150839616,0,359.06572451672304,excluded_spatial_leak
USA_cluster_4909,United States,val,39.54638026931911,-119.45208761811809,0,21634.93144343593,val
USA_cluster_4872,United States,train,39.56425269547371,-119.70337496120048,0,,train
USA_cluster_4936,United States,train,39.06469255026593,-119.78564156784478,0,,train
USA_cluster_4895,United States,train,39.67912153481062,-119.70264002116832,0,,train
USA_cluster_5002,United States,train,34.50679430776424,-117.32086993060553,0,,train
USA_cluster_4933,United States,train,39.00047985920136,-119.77702602767933,0,,train
USA_cluster_4852,United States,val,39.2461159448024,-119.95680345733984,0,15966.533165416335,val
USA_cluster_4934,United States,val,39.07780850583383,-119.7792339170336,0,1559.805822147986,val
USA_cluster_5009,United States,train,34.46182038615824,-117.35494924543812,0,,train
USA_cluster_5006,United States,test,34.466840178539286,-117.23992778338012,0,5051.860815702127,test
USA_cluster_5015,United States,train,34.43615052969398,-117.28055337320932,0,,train
USA_cluster_4970,United States,train,36.805845331283805,-114.08232670187763,0,,train
USA_cluster_5019,United States,train,34.49619413582684,-117.18302410066364,0,,train
USA_cluster_5066,United States,test,34.428764855630334,-117.36840045767477,0,3877.0492231194266,test
USA_cluster_4836,United States,train,39.58741562826265,-119.82567363791838,0,,train
USA_cluster_5069,United States,test,34.26537626404741,-116.85805491039676,0,34909.94879025485,test
USA_cluster_5118,United States,train,34.00085210074189,-117.06234203033598,0,,train
USA_cluster_5154,United States,test,33.54760610654465,-117.19741791322352,0,11785.703914463316,test
USA_cluster_5169,United States,train,33.829098386032655,-117.51305968753384,0,,train
USA_cluster_5133,United States,train,33.651732121747365,-117.1736490927901,0,,train
USA_cluster_4880,United States,train,39.2100844936524,-119.68223953477936,0,,train
USA_cluster_5177,United States,train,33.66924304470396,-117.1739921127896,0,,train
USA_cluster_4841,United States,train,39.59063067131803,-119.81940783162364,0,,train
USA_cluster_5197,United States,train,33.4221333088769,-117.55935036395344,0,,train
USA_cluster_5174,United States,train,33.88603373363579,-117.33763204348648,0,,train
USA_cluster_5179,United States,val,33.594884718724465,-117.2265651566441,0,7997.671070980702,val
USA_cluster_5172,United States,train,33.552050938704895,-117.59722501449215,0,,train
USA_cluster_5216,United States,val,33.74752728390459,-117.1876972220895,0,8796.638159736762,val
USA_cluster_5333,United States,val,34.41691137990762,-118.54382082028825,0,42348.07386750914,val
USA_cluster_5238,United States,train,33.63142879743134,-117.6030354144976,0,,train
USA_cluster_5453,United States,val,34.89327373106996,-117.05539461132965,0,45669.01198949992,val
USA_cluster_5491,United States,train,32.905436020935575,-117.17214067029286,0,,train
USA_cluster_5482,United States,train,32.586786533971335,-117.009494299225,0,,train
USA_cluster_5565,United States,train,33.341597921805906,-117.41108775555156,0,,train
USA_cluster_5490,United States,train,32.83717561133953,-117.1333006940738,0,,train
USA_cluster_5569,United States,train,32.907910672091134,-117.17484484388586,0,,train
USA_cluster_5573,United States,train,33.22244630763687,-117.39732378815177,0,,train
USA_cluster_5102,United States,train,33.92258562454301,-116.9803066105848,0,,train
USA_cluster_5576,United States,train,33.29008675757236,-117.34745677489532,0,,train
USA_cluster_5572,United States,train,33.29592031894552,-117.31904679571112,0,,train
USA_cluster_5592,United States,test,33.306673811832646,-117.3137940109065,0,790.0357691980387,excluded_spatial_leak
USA_cluster_5617,United States,test,32.90128722546172,-117.19991720441396,0,2453.805808017609,test
USA_cluster_5623,United States,train,33.31116988553696,-117.30721115423096,0,,train
USA_cluster_5612,United States,train,33.25825947149173,-117.42054293095688,0,,train
USA_cluster_5586,United States,train,33.35288381087838,-117.4093413129869,0,,train
USA_cluster_5633,United States,train,33.225817082706875,-117.39787408530668,0,,train
USA_cluster_5682,United States,train,33.79599972950032,-116.37497988068615,0,,train
USA_cluster_5717,United States,train,33.782930381559424,-116.46229415409783,0,,train
USA_cluster_5731,United States,train,36.695696310023,-119.30093601591496,1,,train
USA_cluster_5734,United States,train,36.42827054343556,-119.64453362995924,1,,train
USA_cluster_5620,United States,train,33.30338740853645,-117.3423477658224,0,,train
USA_cluster_5739,United States,train,36.50123885482658,-119.39091245570611,1,,train
USA_cluster_5735,United States,train,36.22008723102796,-119.78382167491496,1,,train
USA_cluster_5745,United States,val,36.53715917312847,-119.83233036937044,0,2796.959990292204,val
USA_cluster_5752,United States,val,36.43045019388934,-119.43485911506116,1,8797.844443785643,val
USA_cluster_5678,United States,train,33.639866090893804,-116.17571124578971,0,,train
USA_cluster_5803,United States,val,36.43215815680527,-119.43526103399098,1,8644.754022762705,val
USA_cluster_5760,United States,train,36.61674654601505,-119.39147780734731,1,,train
USA_cluster_5804,United States,val,36.42159219037121,-119.81011321113658,1,4702.2805245207555,val
USA_cluster_5821,United States,test,36.47141647761983,-119.29975992088806,1,8797.963277067827,test
USA_cluster_5770,United States,test,36.62961166482996,-119.85157162055214,1,957.0130401659063,excluded_spatial_leak
USA_cluster_5824,United States,train,36.61908701393099,-119.357614722326,1,,train
USA_cluster_5826,United States,train,36.62095046052048,-119.35635995888772,1,,train
USA_cluster_5869,United States,train,36.25418684752361,-119.25998311956964,0,,train
USA_cluster_5840,United States,train,36.2341232393293,-119.79627060008386,1,,train
USA_cluster_5823,United States,train,36.13523456479104,-119.6662252855947,1,,train
USA_cluster_5965,United States,val,36.45796153936213,-119.77118775493668,3,140.13497754049277,excluded_spatial_leak
USA_cluster_6001,United States,train,35.62928529862342,-119.34283726763948,1,,train
USA_cluster_5877,United States,test,36.27540205362887,-119.75680562621184,1,5795.732221450039,test
USA_cluster_5908,United States,train,36.45797375365584,-119.7696209068764,3,,train
USA_cluster_5794,United States,val,36.335549224298056,-119.95632074829318,0,363.83589165001445,excluded_spatial_leak
USA_cluster_5743,United States,val,36.4731911899899,-119.3356209294146,1,5844.6793103657765,val
USA_cluster_6032,United States,train,35.76425612486548,-119.35353592596672,1,,train
USA_cluster_6029,United States,train,36.04958964473966,-119.48993241219156,1,,train
USA_cluster_6110,United States,train,36.86015198286847,-119.6426036647675,0,,train
USA_cluster_6119,United States,test,36.84616404301015,-119.66889182245366,0,2808.9416408178604,test
USA_cluster_5882,United States,train,36.63360486226895,-119.84207092751868,0,,train
USA_cluster_6204,United States,train,35.11549550030764,-118.56728565777232,0,,train
USA_cluster_6255,United States,train,35.941392819046506,-119.03786119239948,1,,train
USA_cluster_6220,United States,train,35.37680029035398,-118.90795718676956,0,,train
USA_cluster_6262,United States,train,35.82740298318443,-119.10830430077458,0,,train
USA_cluster_6242,United States,train,35.397096873998656,-118.879428211843,0,,train
USA_cluster_6218,United States,train,35.30263332897437,-118.94858137709868,1,,train
USA_cluster_6271,United States,train,34.49688399681268,-114.35636169423962,0,,train
USA_cluster_6148,United States,train,35.188988199227445,-119.1065585586805,3,,train
USA_cluster_6284,United States,train,34.50528234948827,-114.3590369780039,0,,train
USA_cluster_6328,United States,train,35.03001718929251,-114.59939407633998,0,,train
USA_cluster_6290,United States,train,34.495458576257974,-114.35865045587978,0,,train
USA_cluster_6289,United States,train,34.54938560865739,-114.34962218006886,0,,train
USA_cluster_6341,United States,train,35.01086700981433,-114.59655654498393,0,,train
USA_cluster_6336,United States,train,35.01842863463563,-114.59568623280576,0,,train
USA_cluster_6368,United States,train,34.45510947320957,-114.35891477605942,0,,train
USA_cluster_6345,United States,test,35.1122756205529,-114.57053465754484,0,3146.372796184278,test
USA_cluster_6371,United States,test,34.12778650066402,-114.37082992734108,0,14529.396329956335,test
USA_cluster_6403,United States,train,32.81169379703494,-115.66557622973131,0,,train
USA_cluster_6366,United States,train,34.190038079394256,-114.2319944350116,0,,train
USA_cluster_6325,United States,train,35.09234687970026,-114.59717167578862,0,,train
USA_cluster_6362,United States,train,35.24089418735062,-114.0379421526188,0,,train
USA_cluster_6370,United States,train,34.21846788329306,-114.20966207282169,0,,train
USA_cluster_6422,United States,train,32.6669948545608,-114.5611171777279,0,,train
USA_cluster_6334,United States,train,35.092319512754884,-114.5950545263194,0,,train
USA_cluster_6556,United States,train,40.059841152414336,-111.67188328658268,0,,train
USA_cluster_6633,United States,eval,39.92027341245387,-111.98753137302002,1,31047.78466777103,eval
USA_cluster_6836,United States,train,40.40499858144931,-111.90778876381572,0,,train
USA_cluster_6838,United States,test,40.23481444278101,-111.7310602307146,0,20095.781683397392,test
USA_cluster_6887,United States,train,40.53241030379469,-112.32798373806818,0,,train
USA_cluster_6945,United States,test,41.259500802607874,-111.996428249596,0,5149.816683241016,test
USA_cluster_6949,United States,train,41.16675864723658,-112.02235170080196,0,,train
